"branch","url","sha","ahead","behind","contained","patch_equivalent_to_main","patch_check","last_activity","author","subject","changed_file_count","subsystems","name_family","classification","recommended_action","confidence","uncertainty"
"upstream-pr/kill-switch-extraction","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fkill-switch-extraction","4cd7e502866c5f50841b3b028c0a7129b6b9d253","4665","224","False","False","not-run","6/29/2026 2:59:32 PM","Koosha Pari","feat(relay): Bifrost kill switch (auto-fallback on degradation)","0","none","kill-switch-extraction","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/koosha/sidecar-provider-manifest-client","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fkoosha%2Fsidecar-provider-manifest-client","82eedc4a4e19b6226621788c5b9e8d876d9a9481","4702","224","False","False","not-run","7/4/2026 1:34:38 AM","KooshaPari","fix(dast): guard key devices unsupported methods","0","none","sidecar-provider-manifest-client","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/l1a-dispatch-2026-06-27","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fl1a-dispatch-2026-06-27","b448fe9f3d7ae1144de3aab545b364eabded7257","4660","224","False","False","not-run","6/27/2026 5:48:15 PM","Koosha Pari","feat(dispatch): L1a chatCore.ts Bifrost integration + dispatcher-facing executor factory","0","none","l1a-dispatch","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/log-buffer-cap-2026-06-24","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Flog-buffer-cap-2026-06-24","961dd78ad1b8c4fd4c2713711753eef7ea8f211b","4519","224","False","False","not-run","6/24/2026 4:14:19 AM","Forge","fix(logs): raise call log pipeline buffer cap","0","none","log-buffer-cap","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/openapi-redoc","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fopenapi-redoc","68dfefa3d60e6506002cd98d43dace4697d57e1c","4553","224","False","False","not-run","6/23/2026 6:29:23 AM","KooshaPari","feat(api-docs): Redoc-rendered /api/docs + consolidate OpenAPI spec to docs/openapi.yaml","0","none","openapi-redoc","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/perf-budgets","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fperf-budgets","abcdcc83c2f0b57255c1ab1ae0ab9ea5c4138c61","4565","224","False","False","not-run","6/23/2026 6:51:20 PM","KooshaPari","docs(perf): add per-endpoint p50/p95/p99 latency + cost budgets","0","none","perf-budgets","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/pr-template","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fpr-template","cadc3f10b76a51fa5800e4ae550e0f33fbed6465","4518","224","False","False","not-run","6/23/2026 1:06:18 PM","Diego Rodrigues de Sa e Souza","Release v3.8.35 (#4743)","0","none","pr-template","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/refactor-apikey-providers","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Frefactor-apikey-providers","56eec89707a00340c5d469d701c718849e5ade30","4595","224","False","False","not-run","6/24/2026 3:05:46 AM","KooshaPari","refactor(constants): extract APIKEY_PROVIDERS (1,820 LOC) to co-located file","0","none","refactor-apikey-providers","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/refactor-token-refresh","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Frefactor-token-refresh","041fe9d642c136882275ec8745b3d125614229c4","4595","224","False","False","not-run","6/24/2026 3:07:23 AM","KooshaPari","refactor(tokenRefresh): extract 12 per-provider refresh functions to co-located files","0","none","refactor-token-refresh","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/security-sweep-2026-06-24","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fsecurity-sweep-2026-06-24","df8e654fd0768de98c4ae0aed0f417b1e7999a3a","4522","224","False","False","not-run","6/24/2026 5:22:45 PM","Koosha Pari","fix(security): upstream Codex imageHelper SSRF guard 971a0467c is no-op for KP fork","0","none","security-sweep","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/threat-model","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fthreat-model","c8158a51cd0d358a3afc7367482458ce3fade9c7","4518","224","False","False","not-run","6/23/2026 4:26:53 PM","KooshaPari","docs(security): add canonical STRIDE-based threat model","0","none","threat-model","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"v3.8.34","https://github.com/KooshaPari/OmniRoute/tree/v3.8.34","3db40067c8a8f091e49e341ead355a5c959cd008","4520","224","False","False","not-run","6/30/2026 2:38:29 AM","KooshaPari","test(geminiHelper): add 49 unit tests for pure translation helpers (#159)","0","none","v3-8-34","archive","retain-as-read-only-donor","medium","patch identity and subsystem scan incomplete"
"wip/stash-recover-0-2026-06-26","https://github.com/KooshaPari/OmniRoute/tree/wip%2Fstash-recover-0-2026-06-26","e6880a6e2dd4bd465e3fcc66d07c4b2e2467a6cc","4622","224","False","False","not-run","6/25/2026 5:29:18 PM","Koosha Pari","WIP on main: e4d751ed1 chore(orch-v12-s4-020): dependency audit for OmniRoute (#96)","0","none","wip-stash-recover","archive","retain-as-read-only-donor","medium","patch identity and subsystem scan incomplete"
"wip/2026-06-18-omniroute-local","https://github.com/KooshaPari/OmniRoute/tree/wip%2F2026-06-18-omniroute-local","b6af70090cc54f4f33ddb15fb55f1cf86759235a","4616","224","False","False","not-run","6/18/2026 2:11:38 AM","KooshaPari","feat(router): Bifrost Tier-1 router integration (ADR-031, L5-110)","0","none","wip-2026-06-18-omniroute-local","archive","retain-as-read-only-donor","medium","patch identity and subsystem scan incomplete"
